name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Mr. Shine Auto Wash,Trafford,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic washes. Multiple reviews affirm touchless bay availability. Mixed facility with soft-touch and self-serve also present.","Uniontown, PA #3",80
Sudz of Forest Lake,Forest Lake,MN,,confirmed_touchless,mixed_with_touchless,0.95,"Website & reviews confirm two touch-free automatic bays. Mixed facility also includes soft-touch & self-serve bays. Touchless offering clearly present & operational.","New Richmond, WI #2; North Branch, MN #2",68
Murray Car Wash,Murray,UT,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touchless automatic wash bays' and 'brushless, touchless automatic.' Multiple 5★ reviews confirm automatic touchless bays. Self-serve also offered. 2 negative reviews cite equipment fit/chemical issues, not brush contact.","Salt Lake City, UT #1",94
Super Klean Car Wash,Broken Arrow,OK,Super Klean Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm brushless automatic touchless bay. Mixed facility with manual/self-serve bays also present.","Tulsa, OK #3",82
Tropical Car Wash,Reno,NV,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automated car wash'. Multiple reviews confirm no-touch operation with consistent touchless keywords and praise.","Reno, NV #3",85
Clean2o Touchfree Car wash,Ballston Spa,NY,,confirmed_touchless,touchless_automatic,0.92,"Listing explicitly names 'Touchfree' and describes touchless automatic wash. Multiple reviews confirm touch-free operation. One 1★ review criticizes cleaning quality, not touchless claim.","Saratoga Springs, NY #3",73
SuperWash 24/7 Car Wash,Sylvania,OH,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms touchless automatic bay. Reviews praise no-brush touchless wash. Mixed facility with self-serve bays + touchless automatic.","Toledo, OH #2",69
Brown Bear Car Wash,Spokane Valley,WA,Brown Bear,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'Touchless (brushless) automated car wash.' Multiple reviews confirm touchless/automatic operation. No brush/cloth contact evidence.","Spokane, WA #2",68
Washie Car Wash - Touchless and Self Service,Orlando,FL,,confirmed_touchless,mixed_with_touchless,0.95,"Listing explicitly describes automatic touchless gantry with high-pressure nozzles, no contact. Multiple reviews confirm automatic touchless bay. Mixed facility with self-serve bays also present.","Orlando, FL #2",92
Glenn's Touchless Car Wash,Stuart,FL,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly identifies as touchless; automated wash sequence documented; multiple 5★ reviews confirm brushless/touch-free experience; no brush/cloth contact mentioned.","Stuart, FL #1",85
Shine On Auto Wash Touchless Automatic,Warwick,RI,,confirmed_touchless,touchless_automatic,0.98,"Name, description, and multiple reviews explicitly confirm high-pressure touchless automatic with no brush/cloth contact. Vector brand equipment cited.","Providence, RI #3",87
Kiwi Car Wash Vero Beach,Vero Beach,FL,,uncertain,unknown,0.4,"Website denies touchless; description claims touchless automatic; reviews describe damage consistent with mechanical contact. Evidence contradicts itself.","Vero Beach, FL #2",
Pure Waves Touchless Car Wash,Sheboygan,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Express exterior automatic wash with advanced sensing technology (brushless/touchless). Multiple self-serve bays also present. Reviews confirm touchless operation.","Sheboygan, WI #2",68
Hangry Planet,San Bruno,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states 'touchless automated car wash.' Reviews confirm touchless wash with positive ratings. Convenience store is secondary amenity.","San Francisco, CA #2",82
Carwash By Cain,Whitehouse,TX,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless bay with gantry arm and high-pressure nozzles, no physical contact. Reviews corroborate 'touch free' and 'laser wash' operation.","Tyler, TX #3",
Garibaldi Car Wash,Garibaldi,OR,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states touchless automatic service. Multiple 5★ reviews consistently praise touchless wash. No brush/cloth contact mentioned.","Tillamook, OR #1",87
Suds it Up Car Wash,Bradenton,FL,,confirmed_touchless,touchless_automatic,0.92,"Multiple customer reviews explicitly confirm touchless/touch-free automatic bays. Website lacks touchless language, but reviews provide clear evidence of functioning touchless operation.","Sarasota, FL #2",68
Hidden Cove Car Wash,Layton,UT,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless automatic with no brushes. Multiple reviews confirm brushless/touchless automatic bay. Self-serve bays also available.","Salt Lake City, UT #3",84
76,Beaverton,OR,76,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/touch-free automatic wash. Description details high-pressure water+detergent only, no brushes/cloth. Clear evidence of automatic touchless bay.","Portland, OR #1",79
Kittery Car Wash,Kittery,ME,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/touch-less automated wash. 24/7 facility with working vacuums. No brush/soft-touch concerns mentioned.","Sanford, ME #2",86
Laziboy Car Wash & Mobile Detailing,Plymouth,WI,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states high-pressure water+detergent, no brushes/cloth/foam curtains. Multiple reviews confirm touchless bay present. Facility also offers soft-touch (secondary service), but touchless automatic clearly exists.","Sheboygan, WI #1",82
Time To Shine Car Wash,Lewistown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless automatic wash. Facility also offers self-serve bays. No brush/cloth contact mentioned.","State College, PA #1",87
Roger's Laser Wash,New Hartford,NY,,confirmed_touchless,touchless_automatic,0.98,"Listing name 'Laser Wash' + touchless_automatic classification + multiple 5★ reviews explicitly confirming 'touchless' operation and water-pressure-only cleaning.","Utica-Rome, NY #1",92
Buggy Bath Car Wash,Anderson,IN,,confirmed_touchless,touchless_automatic,0.95,"High-pressure water/detergent gantry system, no brushes/cloth contact. Multiple reviews confirm touchless/laser/brushless automatic operation.","Muncie, IN #1",81
Whitefish Superwash Inc.,Whitefish,MT,Super Wash,confirmed_touchless,mixed_with_touchless,0.99,"Website confirms 2 fully automated Razor® touchless bays. Reviews explicitly mention 'touch less,' 'no touch,' and 'brushless automatic.' Mixed facility with self-serve bays also available.","Kalispell, MT #1",79
Edison Car Wash,Edison,OH,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'touchless (brushless) automated car wash.' Multiple reviews confirm touchless automatic bay with laser/pressure wash technology. Mixed facility with DIY bays also present.","Mount Vernon, OH #2",82
Power Market,Nehalem,OR,Power Market,uncertain,unknown,0.5,"Chain uses Istobal (touchless/soft-touch capable), but location-specific bay type unconfirmed. Description cut off mid-sentence.","Tillamook, OR #2",
Spit Shine Car Wash,Nicholasville,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touch-free/touchless automatic bay. Website silent on tech, but customer evidence overwhelmingly supports touchless automatic operation.","Lexington, KY #1",91
Evershine Car Wash,Greensboro,NC,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/touch-free automatic wash. Description states 'touchless automatic wash options.' One negative review disputes quality but not touchless nature.","Greensboro, NC #1",82
Circle K,Grand Forks,ND,Circle K,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water jets, no physical contact. Multiple reviews confirm touchless wash; complaints are about pricing/customer service, not wash type.","Grand Forks, ND #3",80
Kwik Trip,MILFORD,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Explicit touchless automatic claim with PDQ Laserwash 360 Plus system; water+detergent only; no brushes/cloth.","Milford, IA #2",
Wash Me! Car Wash,Evans,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Automatic high-tech touchless drive-through confirmed by website and multiple reviews praising 'touchless' and 'no touch' wash. Mixed facility with self-serve bays.","Greeley, CO #3",86
Super Wash,Janesville,WI,Super Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless bay (no brush, touch-free, touchless). Mixed facility with self-serve wand option also mentioned.","Janesville, WI #1",86
Laser Carwash,Coral Gables,FL,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states 'touchless automated car wash'. Multiple reviews confirm touchless/contactless system with water+soap spray, no physical contact.","Miami, FL #2",78
Xtreme Clean Auto Wash,Kalamazoo,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless wash option. Multiple reviews cite touchless service. Mixed facility (SoftTouch + Touchless) qualifies.","Kalamazoo, MI #2",82
Sundance Car Wash,Leola,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website describes gantry-arm high-pressure touchless wash. Multiple reviews confirm touchless bay available alongside soft-touch option.","Lancaster, PA #1",90
Magic Sparkle Automatic and Self-Serve Car Wash,Louisville,KY,,confirmed_touchless,mixed_with_touchless,0.98,"Automatic touchless bay with gantry/high-pressure nozzles confirmed. No brushes/cloth contact. Multiple reviews affirm 'no touch' and 'touchless' operation.","Louisville, KY #3",80
New Lenox Car Wash,New Lenox,IL,,confirmed_touchless,mixed_with_touchless,0.99,"Accutrac 360 touchless automatic system explicitly documented. Multiple reviews confirm no-touch automatic wash. Self-serve bays also present.","Joliet, IL #1",87
Clear Lake Laser Wash,Clear Lake,IA,,confirmed_touchless,mixed_with_touchless,0.92,"Name, description, and reviews confirm touchless automatic laser wash bay. Self-serve wand bays present but not primary offering.","Mason City, IA #1",77
Clean Getaway Car Wash,Kalispell,MT,,uncertain,unknown,0.45,"Website claims touchless automatic; reviews mention 'auto-touchless' wash. BUT one review demands 'replace brush heads'—contradicts touchless claim. Evidence conflict.","Kalispell, MT #2",70
Self Service Auto Wash,Jacksonville Beach,FL,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless automated wash bay. Mixed facility with self-serve bays + touchless auto option qualifies.","Jacksonville, FL #2",85
Splash N' Dash Car Wash,El Paso,TX,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm 'no touch,' 'touchless,' and 'brushless' automatic wash. Description states brushless approach. One dissenting 2★ review insufficient to override strong consensus evidence.","Houston, TX #2",86
AutoBrite Car Washes, Inc.,Henderson,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Confirmed automatic touchless bay present ('No Touch' automatic). Mixed facility with soft-touch option also available. Meets touchless directory criteria.","Henderson, NC #1",80
Power Market,Lucerne,CA,Power Market,uncertain,unknown,0.45,"Chain offers both touchless AND soft-touch systems. Lucerne location type unconfirmed; description claims touchless but no customer reviews verify which system is installed there.","Lakeport, CA #2",
Pony Express Car Wash,Ammon,ID,,uncertain,unknown,0.45,"Mixed evidence: reviews mention touchless option available, but unreliable activation and brush contact also reported. Website lacks explicit touchless terminology.","Idaho Falls, ID #1",69
Kwik Trip,SPENCER,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is documented touchless laser system. Description explicitly states touchless automatic with no physical contact.","Marshfield, WI #3",
Sonshine Carwash - Madison,Madison,TN,,confirmed_touchless,mixed_with_touchless,0.95,"Explicit logo claim 'Touchless Automatics Since 2001', multiple reviews confirm touchless automatic operation, wrap-safe usage. Mixed facility includes self-serve bays.","Nashville, TN #1",78
Splash Car Wash LLC,Zeeland,MI,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/touch-free/laser automatic bay. Mixed facility with brush tunnel option also available.","Grand Rapids, MI #2",90
Mobil,Fort Lauderdale,FL,Mobil,uncertain,touchless_automatic,0.6,"Description claims touchless automatic with gantry/nozzles. Positive reviews confirm touchless/touch-less. One 1★ review alleges damage despite choosing contactless—unclear if equipment malfunction or misclassification.","Miami, FL #3",72
Kwik Shine Car Wash - TOUCHLESS car wash,Ephrata,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Business explicitly states 'touchless' with 'no machine contact.' Multiple customer reviews confirm touchless automatic bay. Mixed facility (has self-serve bays too).","Lancaster, PA #3",85
E&M's Family Car Wash,Hudson,NH,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 'touch free automatic wash'. Multiple 5★ reviews explicitly praise touchless bay. Self-serve bays also present.","Fitchburg, MA #1",88
PK's Auto Spa,Little Rock,AR,,confirmed_touchless,mixed_with_touchless,0.92,"Description + reviews confirm automatic touchless/brushless bay. Mixed facility with self-serve also present. No brush contact evidence.","Little Rock, AR #1",80
WOW Car Wash Round Lake Beach,Round Lake Beach,IL,,uncertain,mixed_with_touchless,0.65,"Multiple reviews confirm automatic touchless bay (touch-free, brushless). However, one review mentions 'dirty brush in the bay' suggesting brush equipment present, creating ambiguity about facility composition.","Kenosha, WI #3",84
Black Dog Car Wash,Londonderry,NH,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless equipment. Reviews consistently praise touch-free/touchless wash. No brush contact mentioned.","Haverhill, MA #1",88
Maurer's Sunshine Car Wash,Jackson,MI,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm touchless/automatic wash without brushes. Description explicitly states 'automated car washing without brushes touching your vehicle.'","Jackson, MI #3",
Lucky Ducky Car Wash | TOUCHLESS Car Wash | Lansing,Lansing,MI,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless wash.' Multiple reviews confirm touch-less/brushless automatic service with powerful jets, no brushes. No contradictory evidence.","Lansing, MI #1",93
Kimo's Car Wash,Reedley,CA,Kimo's Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless laser light drying + blower automatic bay. Self-serve bays also present. No brush/cloth contact reported.","Fresno, CA #1",82
T.C.L. Car Wash/Touch-Free Automatic,New Orleans,LA,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states water pressure + detergent only, no brushes/cloth/foam curtains. Review confirms brushless option available and warns against brush alternatives.","New Orleans, LA #2",
Mr. Magic Car Wash,Morgantown,WV,Mr. Magic Car Wash,confirmed_touchless,touchless_automatic,0.85,"Multiple reviews explicitly mention 'touch less' and 'touchless' wash system. Website claims brushless automated experience. Despite some damage complaints, touchless technology is clearly confirmed.","Morgantown, WV #1",82
Kwik Trip,Cameron,WI,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless, but no wash_types listed & no reviews to verify. Chain-level data needed.","Green Bay, WI #2",
Buggy Bath Self Service Car Wash,Powell,TN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless bay with no brushes; also has self-serve bays. High-pressure water only system.","Knoxville, TN #3",81
University Car Wash,Huntington,WV,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'touchless automated car wash experience.' 5★ review confirms 'touch free' wash with employee drying. Mixed facility (vacuum, underbody, detail options present).","Huntington, WV #3",
Spruce Street Car Wash,Elizabethtown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website and multiple reviews confirm automatic touchless/touch-free bay. Mixed facility with touchless + self-touch + self-serve options.","Harrisburg, PA #1; Lancaster, PA #2; York, PA #3",89
Big Splash Car Wash,Whiteland,IN,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'fully automated touchless car wash.' Multiple reviews confirm laser wash and no-touch automatic bay. Mixed facility with self-serve bays also present.","Indianapolis, IN #1",91
Power Market,Jacksonville,OR,Power Market,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states 'touchless, brushless automated car wash technology' with no brushes or cloth contact. Chain-level verification confirms Istobal touchless systems.","Medford, OR #1",
Red Hawk Wash,Milton,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly offers touch-free automatic option with sonar technology. Multiple reviews confirm touchless bay. Also offers soft-touch option, but touchless automatic clearly present.","Janesville, WI #3",80
Diaz Touchless Car Wash,Metairie,LA,,confirmed_touchless,touchless_automatic,0.95,"Explicit touchless automatic bay confirmed by name, description (high-pressure water jets, no physical contact), and multiple reviews praising touch-free/touchless wash quality.","New Orleans, LA #1",88
Hudson Car Wash LLC,Hudson,NH,,uncertain,unknown,0.35,"Website non-functional; reviews mention touchless bay exists but also self-serve/manual bays. Touchless operational status unclear from reviews.","Fitchburg, MA #3",75
OTTO Car Wash,Kansas City,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Clear evidence of automatic touchless bay. Multiple reviews confirm 'touchless automatic,' 'touch less tunnel,' and 'brushless automatic' option present alongside self-serve bays.","Kansas City, MO #1",95
Shell,Carmel,CA,Shell,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic car wash' and 'brushless wash'. No contradictory evidence in reviews.","Monterey, CA #1",
G Force Car Wash,Lincoln,NE,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless automatic washes offered. Multiple reviews confirm touchless automatic bay present. Mixed facility with soft-touch and self-serve also available.","Lincoln, NE #2",84
Oxford Laser Car Wash,Oxford,NC,,confirmed_touchless,touchless_automatic,0.98,"Explicit touchless automatic bay confirmed. Description details water+detergent chemistry, no brushes/cloth/foam. Customer review validates touchless performance.","Henderson, NC #2",
Hurricane Carwash Webb City,Webb City,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms 'high-pressure touch-free' automatic system. Multiple 5★ reviews explicitly praise touchless automatic wash. Mixed facility with soft-touch alternative available.","Joplin, MO #2",62
East Side Developers Inc & East Side Car Wash,Millsboro,DE,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm automatic touchless/touch-free/brushless bays with high-pressure nozzles, no physical contact. Description matches touchless gantry system.","Georgetown, DE #1",82
Clean-N-Go Car Wash,Franklin,IN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm brushless automatic touchless wash. Description states 'touchless automated car wash experience.' Mixed facility (touchless + self-serve bays).","Indianapolis, IN #3",82
Wildwood Auto Wash,Jackson,MI,,confirmed_touchless,mixed_with_touchless,0.88,"Multiple reviews confirm automatic touchless wash bay. Mixed facility includes self-serve bays. Equipment described as touchless/touch-less by satisfied customers.","Jackson, MI #1",85
Sonic Wave Car Wash Blairsville,Blairsville,PA,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'TOUCH FREE and BRUSHLESS' multiple times. No contradictory evidence of brushes/cloth contact in reviews.","Johnstown, PA #2",62
Canyon View Car Wash -Grand Junction,Grand Junction,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless washing. Multiple reviews confirm automatic brushless/touchless bays. Hand wand option also available.","Grand Junction, CO #3",79
Kwik Trip,SPENCER,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is documented touchless laser system. Description explicitly states touchless automatic with no physical contact.","Milford, IA #3",
Kwik Trip,MARSHFIELD,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'touchless automatic car wash' and 'brushless wash experience.' No contradicting evidence in reviews.","Marshfield, WI #2",
National Pride Car Wash on 39th,Kenosha,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless wash (high-pressure, no brushes). Mixed facility includes hand wash and self-serve options.","Kenosha, WI #1",91
Splash 24,Canandaigua,NY,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Website claims automatic touchless bay with high-pressure water jets. Multiple customer reviews explicitly confirm 'touch free,' 'no touch,' 'touch less' automatic wash. Hand wash/detailing also offered.","Finger Lakes, NY #2",68
Kwik Trip,MASON CITY,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Listing explicitly describes automatic touchless bay using water pressure + detergent, no brushes/cloth/foam curtains. Review confirms touchless experience.","Mason City, IA #2",
Autowash @ Thompson Valley Car Wash,Loveland,CO,Autowash,confirmed_touchless,touchless_automatic,0.98,"Website explicitly confirms 3 touchless automatic bays. Reviews consistently praise brushless/touch-free wash. Operational issues noted but don't negate touchless capability.","Fort Collins, CO #2; Greeley, CO #1",82
Power Market,Talent,OR,Power Market,confirmed_touchless,mixed_with_touchless,0.9,"Chain uses Istobal touchless systems. Description confirms brushless automated touchless wash. Mixed facility (gas station + car wash).","Medford, OR #2",
Kwik Trip,SUN PRAIRIE,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.92,"Description confirms brushless touchless automatic bay. Reviews explicitly mention touchless/no-touch option alongside soft-touch option. Multiple touchless confirmations despite one poor experience.","Madison, WI #1",72
Clean Getaway Auto Wash,Nashville,TN,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touch-free automatics'. PDQ Laserwash 360 Plus confirmed. Multiple 5★ reviews explicitly praise touchless/touchfree service. Clear automatic touchless bay.","Nashville, TN #2",92
Autowash @ Longmont Car Wash,Longmont,CO,Autowash,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly states 3 touchless automatic bays. Multiple reviews confirm touch-free automatic wash with no brush contact. Mixed facility with self-serve also present.","Longmont, CO #3",86
Pit Stop Touch Free Car Wash,Milwaukee,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Named 'Touch Free', offers touchless_automatic wash type. Multiple reviews confirm brushless/touchless automatic bay. Also has self-serve bays.","Milwaukee, WI #1",96
Auto Wash Car Wash,Canandaigua,NY,,uncertain,unknown,0.35,"Website describes friction/soft-touch stages; reviews claim touchless/laser wash. Conflicting evidence prevents confirmation.","Finger Lakes, NY #1; Rochester, NY #1",87
Star-Brite Car Wash and Lube Center,Mt Vernon,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm 'no touch,' 'touchless,' and 'brushless' automatic wash. Mixed facility with lube services.","Mount Vernon, OH #1",82
Shell,Salinas,CA,Shell,uncertain,unknown,0.4,"Description claims 'touchless, brushless automated' but no customer reviews or technical evidence present to verify. Chain-level data unavailable.","Monterey, CA #3",
Greenhill Car Wash,Georgetown,DE,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless/brushless automated bay exists. Mixed facility with brush tunnels + touchless option qualifies.","Georgetown, DE #3",54
Go Touch Less Car Wash,Jacksonville,FL,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'No Top Brushes, No Side Wraps & No Friction.' Multiple 5★ reviews confirm touchless automatic tunnel with no brush/sponge contact. Staff praised.","Jacksonville, FL #1",82
Splash Car Wash,Missoula,MT,Splash Car Wash,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless experience. Multiple reviews confirm touch-free/touchless automatic wash with no brushes. Staff-assisted drying is supplementary.","Missoula, MT #2",86
Kwik Trip Travel Center--Denmark,Denmark,WI,Kwik Trip,uncertain,unknown,0.5,"Description claims 'touchless' and 'brushless automated system', but no review evidence provided to verify. Kwik Trip chains vary widely.","Green Bay, WI #3",
Cal Oaks Touchless Automatic Self Serve Car Wash,Murrieta,CA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay present. Listing name, description, and 4 of 5 sampled reviews explicitly praise touchless/touch-free automatic system. Mixed facility (self-serve bays also available).","Inland Empire, CA #2; Temecula, CA #2",90
Clementine's Carwash,Louisville,KY,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless' and 'touchfree automatic carwash.' Multiple reviews confirm touchless system without brushes/friction. High-pressure jets praised.","Louisville, KY #1",93
Self Service CarWash,Atlantic Beach,FL,,confirmed_touchless,mixed_with_touchless,0.95,"Reviews explicitly confirm automatic touchless wash ('pressurized water no touch', 'truly touchless'). Facility offers both automated touchless bays and self-serve options.","Jacksonville, FL #3",84
Thunder Sudz Car Wash,Barboursville,WV,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'completely automated, brushless car wash.' Multiple reviews confirm touchless/brushless operation. No brush/cloth contact evidence.","Huntington, WV #2",72
Rice Street Car Wash,St Paul,MN,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly describes Petit 360 touchless automatic as 'touch-free' with 'no brushes ever touching vehicle.' Multiple reviews confirm automatic touchless wash service.","Minneapolis-St. Paul, MN #2",83
Shammy's Auto Wash,Lexington,KY,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 'Premier Touch Free Car Washes' with touchless automatic bay. Mixed facility includes ProTouch soft-touch bay. Multiple reviews confirm no-touch/touch-free automatic operation.","Lexington, KY #2",85
New England Touchless Car Wash,Brunswick,ME,,confirmed_touchless,touchless_automatic,0.92,"Listing explicitly states 'automated touchless bays' using 'chemistry and soaps without brushes.' Multiple reviews confirm touchless operation. Damage reports likely unrelated to brush contact.","Lewiston, ME #1",85
Lowell Express Car Wash & Oil Change,Lowell,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Listing explicitly states 2 touchless automatic bays. Multiple reviews confirm brushless/touchless wash present alongside oil change services.","Grand Rapids, MI #3",80
Auto Brite Car Wash,Louisburg,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Automatic' at Louisburg location. Customer review confirms touch-free wash option available; one reviewer switched from Henderson specifically for this touchless service.","Henderson, NC #3",
St. Croix Car Wash,Oak Park Heights,MN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly mention 'touch free' and 'touchless' wash. Customers praise automatic touchless performance. Facility offers automatic + self-serve options.","Minneapolis-St. Paul, MN #3",84
Pinnacle 365,Phoenix,OR,Pinnacle 365,uncertain,unknown,0.3,"Description claims 'touchless (brushless) automated' but no touchless_wash_types listed, no reviews to verify, no classification evidence.","Medford, OR #3",
Wash Station,Wauwatosa,WI,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 3 automatic touchless bays with high/low pH soaps, no brushes mentioned. Multiple reviews explicitly praise touchless/touch-free/brushless wash. Self-serve bays also present.","Milwaukee, WI #3",85
Oasis Auto Spa Car Wash & Coin Laundry,Joplin,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touch-free' option. Multiple 5★ reviews confirm touchless automatic wash with no track/brushes. Hybrid facility offering both touchless and soft-touch.","Joplin, MO #1",64
Black Dog Car Wash,Belmont,NH,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'top touchless car wash' with 'top-of-the-line touchless equipment.' Multiple reviews confirm touchless automatic wash with no contact, no scratches.","Laconia, NH #1",97
Clean N' Shine Car Wash,McHenry,IL,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless/brushless machines using high-pressure water. Multiple reviews confirm touchless automatic bay with no contact. Mixed facility includes self-serve bays.","Harvard, IL #1",62
Splash Time Car Wash,North Little Rock,AR,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless wash present. One negative brush review likely refers to optional brush service, not the touchless bay.","Little Rock, AR #2",85
Touchless Carwash,Grants Pass,OR,,uncertain,mixed_with_touchless,0.55,"Name and description claim touchless automatic. Reviews confirm touchless option exists but also reference brush/brushless alternatives. Mixed facility unclear.","Grants Pass, OR #1",62
Kwik Trip,LA CROSSE,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic car wash' and 'brushless system'. 24/7 self-pay operation confirmed.","La Crosse, WI #3",
Dazzler's Car Wash,Missoula,MT,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly mention 'touchless' and 'brushless' wash. Website lacks detail, but customer evidence strongly confirms automatic touchless technology.","Missoula, MT #1",94
Vegas Suds Carwash,Las Vegas,NV,,confirmed_touchless,touchless_automatic,0.95,"Listing describes automatic touchless gantry wash with high-pressure nozzles, no brushes/cloth. Multiple reviews confirm touchless/touch-free/no-touch automatic bay. Data source discrepancy noted but automotive description consistent.","Las Vegas, NV #1",71
Touchless Car Wash,Jackson,MI,,confirmed_touchless,touchless_automatic,0.95,"Name, description, and reviews all confirm automatic touchless wash with no brushes/cloth contact.","Jackson, MI #2",82
Super Suds Car Wash & Auto Detailing,Bonita Springs,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless automatic bay ($55 full-service touchless ceramic wash). Mixed facility with self-serve bays. Touchless option clearly operational.","Fort Myers, FL #3",80
