name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Shell,Salinas,CA,Shell,uncertain,unknown,0.5,"Description claims 'touchless, brushless automated' but no review evidence or official touchless_wash_types data confirm this.","Monterey, CA #3",
Aqua Jet Car Wash of Cheswick,Cheswick,PA,,confirmed_touchless,mixed_with_touchless,0.85,"Multiple reviews explicitly mention 'brushless' and 'touchless' automatic bays. Mixed facility includes detailing/vac services but touchless automatic confirmed.","Pittsburgh, PA #1",90
Spot Free Car Wash - Monrovia,Monrovia,CA,,confirmed_touchless,touchless_automatic,0.99,"Website & reviews confirm brushless touchless automatic with high-pressure soap/water, robotic tech, no physical contact. Primary service offering.","Los Angeles, CA #3",85
Laser Wash,Mason City,IA,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states touchless automatic with water pressure + detergent only, no brushes/cloth/foam curtains. Customer review confirms touchless.","Mason City, IA #3",
Canyon View Car Wash -Grand Junction,Grand Junction,CO,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless washing offered. Multiple reviews confirm automatic brushless touchless bays present at facility.","Grand Junction, CO #2",79
Kwik Trip,CHISAGO CITY,MN,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless automatic but no review evidence or wash-type data provided to verify.","North Branch, MN #2",
Kwik Trip,SPENCER,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is a genuine touchless/laser system. Description explicitly confirms touchless automatic with no physical contact.","Milford, IA #3",
Sonic Wave Car Wash Blairsville,Blairsville,PA,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'TOUCH FREE and BRUSHLESS' multiple times. No brush/cloth contact evidence. Touchless automatic system confirmed.","Johnstown, PA #2",62
National Pride Car Wash on 39th,Kenosha,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless wash with high-pressure water, no brushes. Mixed facility includes hand wash & vacuums.","Kenosha, WI #1",91
Kwik Trip,MARSHFIELD,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic' and 'brushless wash experience' with 24/7 self-pay access.","Marshfield, WI #2",
Power Market,Talent,OR,Power Market,confirmed_touchless,mixed_with_touchless,0.85,"Chain-level verification confirms Istobal touchless systems. Description explicitly states 'brushless automated system' and 'touchless car wash.' Gas station mixed-use confirmed.","Medford, OR #2",
Clean Getaway Auto Wash,Nashville,TN,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touch-free automatics'. PDQ Laserwash 360 Plus confirmed. Multiple reviews praise touchless/touchfree service. Clear automatic touchless bay present.","Nashville, TN #1",92
Kwik Trip,MASON CITY,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Listing explicitly describes automatic touchless bay using water pressure & detergent, no brushes/cloth/foam curtains. Review confirms touchless service exists despite noting streaking issue.","Mason City, IA #1",
Autowash @ Longmont Car Wash,Longmont,CO,Autowash,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly states '3 Touchless Automatic Wash Bays'. Reviews confirm touch-free operation without brush marks. Mixed facility includes self-serve bays.","Longmont, CO #3",86
Kwik Trip,SUN PRAIRIE,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states 'touchless automatic car wash' and 'brushless system'. Reviews confirm touchless option available alongside soft-touch option.","Madison, WI #1",72
Go Touch Less Car Wash,Jacksonville,FL,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'touchless tunnel' with 'no top brushes, no side wraps, no friction.' Multiple reviews confirm touchless automatic operation; no brush/friction evidence.","Jacksonville, FL #1",82
Harper Auto Wash - Bearden,Knoxville,TN,,uncertain,unknown,0.35,"Description claims touchless automatic bay, but multiple reviews report scratches/damage and mention brushes. Conflicting evidence; unclear if brushes are current or facility maintains genuine touchless option.","Knoxville, TN #2",72
Star-Brite Car Wash and Lube Center,Mt Vernon,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless/brushless automatic wash. Mixed facility with lube services. One paint-scratch complaint noted but outweighed by consistent touchless claims.","Mount Vernon, OH #1",82
Touchless Automatic Car Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.98,"Explicit touchless automatic bay confirmed by name, description, and multiple reviews praising contactless/touchless wash. Self-serve bays present but not sole offering.","Oklahoma City, OK #2",90
Pit Stop Touch Free Car Wash,Milwaukee,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic wash. Name, description, and customer keywords (touch-free, touchless) consistently support touchless capability. Self-serve bays also present.","Milwaukee, WI #1",96
JetSplash Car Wash,Lincoln,NE,Splash Car Wash,uncertain,unknown,0.45,"Description claims touchless/brushless, but reviews contradict: one explicitly states 'Not touchless'; damage reports suggest contact wash or poor operation.","Lincoln, NE #3",
Self Service CarWash,Atlantic Beach,FL,,confirmed_touchless,mixed_with_touchless,0.95,"Reviews explicitly confirm automatic touchless bay with pressurized water, no touch. Self-serve bays also available.","Jacksonville, FL #3",84
Tom's Carwash,Royersford,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touch-free/touchless system. Multiple reviews confirm brushless auto wash bay. Mixed facility with self-serve bays also available.","Philadelphia, PA #2",93
Clementine's Carwash,Louisville,KY,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless' and 'touchfree' automatic carwash. Multiple reviews confirm touchless system without brushes/friction. No brush equipment mentioned.","Louisville, KY #1",93
Kwik Trip Travel Center--Denmark,Denmark,WI,Kwik Trip,uncertain,unknown,0.4,"Description claims 'touchless' and 'brushless automated system' but no review evidence or official classification data to verify.","Green Bay, WI #2",
Royal Wash,Faribault,MN,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless automatic wash, no-contact cleaning. Multiple reviews confirm Touch Free Automatic bay. Self-serve also available.","Owatonna, MN #1",86
Splash Car Wash,Missoula,MT,Splash Car Wash,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states touchless experience. Multiple reviews confirm touch-free/touchless automatic wash with no brushes. Staff-assisted drying is supplementary.","Missoula, MT #2",86
Shammy's Auto Wash,Lexington,KY,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'Premier Touch Free Car Washes.' Multiple reviews confirm touchless/no-touch automatic bay. Mixed facility includes ProTouch soft-touch alternative bay.","Lexington, KY #2",85
Lowell Express Car Wash & Oil Change,Lowell,MI,,confirmed_touchless,mixed_with_touchless,0.95,"2 touchless automatic bays confirmed in description. Multiple reviews explicitly mention 'touchless' and 'brushless' wash. Mixed facility with self-serve bays.","Grand Rapids, MI #2",80
Rice Street Car Wash,St Paul,MN,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly describes Petit 360 touchless automatic as 'touch-free' with 'no brushes ever touching vehicle.' Multiple customer reviews confirm touchless/touch-free experience.","Minneapolis-St. Paul, MN #2",83
Salty Dog Car Wash - S Nova,Daytona Beach,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless automatic wash + self-serve bays. Multiple reviews explicitly praise touchless auto system effectiveness.","New Smyrna Beach, FL #2",91
Kwik Trip,LANCASTER,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly confirms automatic touchless bay using water pressure & detergent only, no brushes/cloth/foam curtains.","Platteville, WI #3",
New England Touchless Car Wash,Brunswick,ME,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states 24-hour automated touchless bays, chemistry/soap-based without brushes. Multiple reviews confirm touchless wash. Damage reports likely equipment malfunction, not brush contact.","Lewiston, ME #1",85
Kwik Trip,MINERAL POINT,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water, no brushes/cloth, gantry-based touchless automatic. Amenities confirm touchless automatic.","Platteville, WI #2",
St. Croix Car Wash,Oak Park Heights,MN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm 'touch free' and 'touchless' automatic wash. Facility offers automatic touchless bay plus self-serve options.","Minneapolis-St. Paul, MN #3",84
Oasis Auto Spa Car Wash & Coin Laundry,Joplin,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touch-free' option. Multiple reviews confirm touchless automatic bay. Hybrid facility also offers soft-touch, but touchless automatic clearly present.","Joplin, MO #1",64
Wash Station,Wauwatosa,WI,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 3 automatic touchless bays with high/low pH soaps, no brushes mentioned. Multiple reviews explicitly praise 'touch less', 'touchless', 'brushless', and 'touch-free' wash quality.","Milwaukee, WI #3",85
Black Dog Car Wash,Belmont,NH,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless equipment; multiple reviews confirm touch-free automatic wash; no brushes/cloth contact mentioned.","Laconia, NH #1",97
Splash Time Car Wash,North Little Rock,AR,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless wash present. One negative review mentions brush, but facility clearly offers touchless option alongside other services.","Little Rock, AR #1",85
Clean N' Shine Car Wash,McHenry,IL,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless/brushless automatic machines using high-pressure water. Multiple reviews confirm touchless automatic bay. Self-serve bays also present.","Harvard, IL #1; Kenosha, WI #3",62
Pinnacle 365,Phoenix,OR,Pinnacle 365,uncertain,unknown,0.4,"Description claims 'touchless (brushless) automated' but no touchless_wash_types recorded, no reviews to verify, no classification evidence on file.","Medford, OR #3",
Touchless Carwash,Grants Pass,OR,,uncertain,mixed_with_touchless,0.6,"Listing claims touchless-only automatic, but reviews indicate brush options available and touchless as premium tier, suggesting mixed facility.","Grants Pass, OR #1",62
PureMagic Car Wash,Powell,TN,,uncertain,unknown,0.35,"Description claims touchless/gantry system, but reviews mention brushes causing scratches and equipment damage. Conflicting evidence.","Knoxville, TN #3",
Auto Brite Car Wash,Louisburg,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly lists 'Touchless Automatic' at Louisburg location. Reviews confirm touch-free wash available; customer drove 30min specifically for it.","Henderson, NC #3",
Kwik Trip,LA CROSSE,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states 'touchless automatic car wash' and 'brushless system'. No contradicting evidence in reviews.","La Crosse, WI #3",
All American Car Wash,Gretna,LA,,uncertain,mixed_with_touchless,0.65,"Listing claims touchless automatic; reviews confirm touchfree wash exists. However, one 3★ review warns of brush scratches from automatic wash, suggesting non-touchless bay also present or equipment malfunction.","New Orleans, LA #1",42
Lindsay Carwash,Mesa,AZ,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm automatic touchless/no-touch wash bay. Mixed facility includes self-serve bays and vacuums. One paint damage claim unverified; majority praise touchless performance.","Phoenix, AZ #2",90
Canyon View Express,Grand Junction,CO,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states touchless as primary service. Reviews confirm touchless/touch-free bays present alongside brush options. Mixed facility qualifies.","Grand Junction, CO #3",80
Vegas Suds Carwash,Las Vegas,NV,,confirmed_touchless,mixed_with_touchless,0.92,"Listing explicitly describes automatic touchless gantry with high-pressure nozzles, no brushes/cloth. Reviews confirm touchless automatic bay. Mixed facility (self-serve + automatic).","Las Vegas, NV #1",71
Dazzler's Car Wash,Missoula,MT,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm 'brushless' and 'touchless' wash. Website lacks detail, but customer evidence strongly supports touchless automatic operation.","Missoula, MT #1",94
Park Place Car Wash & Detail,Encinitas,CA,,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'touchless car wash' and 'nothing physically touches your car.' Customer reviews confirm 'touch-less' and 'brushless' automatic wash. Mixed facility (also offers detailing).","Oceanside-Carlsbad, CA #1; San Diego, CA #1",80
Splash Car Wash,Jacksonville,AR,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'touchless automatic wash.' Reviews confirm brushless drive-through option plus self-serve spray bays available.","Little Rock, AR #2",82
Shine Brite Car Wash,Ashland City,TN,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/no-touch automatic wash. Description states touchless automatic experience. No brush/cloth contact evidence.","Nashville, TN #3",77
Brassfield Laserwash,Greensboro,NC,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'zero brushes, 100% touchless' with laser/touchless tech. Multiple reviews confirm no-touch, brushless, automated experience. Drive-through automatic facility.","Greensboro, NC #3",80
Hurricane Carwash South,Carthage,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'high-pressure touch-free' automatic. Multiple reviews confirm touchless bay exists. Mixed facility (self-serve, soft-touch, touchless options) qualifies.","Joplin, MO #3",58
Follow Charlie Car Wash,Ebensburg,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly describes touchless bay with high-pressure water & oscillating nozzles, no contact. Mixed facility with soft-touch option also available. Reviews support no brush/damage.","Johnstown, PA #3",
Sabraton Sudz 2,Morgantown,WV,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless automatic wash. Description states 'touchless automatic car wash' with pressure/undercarriage spray details consistent with touchless technology.","Morgantown, WV #2",62
Soapy Joe's Car Wash - E Valley Pkwy, Escondido,Escondido,CA,,not_touchless,brush_tunnel,0.92,"Website lacks touchless terminology. Reviews mention 'brushless system' but also report scratches/damage typical of friction tunnels, not true touchless.","Oceanside-Carlsbad, CA #2",80
Gerber Car Wash,Kenosha,WI,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'Two Touch-less Automatic wash bays' with 'No beaters or brushes'. Multiple 5★ reviews confirm touchless operation with gantry overhead system.","Kenosha, WI #2",84
Hy-Vee Car Wash,Lincoln,NE,Hy-Vee,confirmed_touchless,touchless_automatic,0.92,"Multiple customer reviews explicitly confirm touchless/brushless automatic wash. Description matches high-pressure water-jet touchless system. Website silence irrelevant—reviews are definitive.","Lincoln, NE #2",68
Laser Wash of Dunn,Dunn,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Listing explicitly describes touchless automatic (laser wash) using water pressure & detergent only—no brushes/cloth/foam curtains. Reviews confirm laser wash quality; self-serve bays also present.","Lillington, NC #1",63
UNITED CAR WASH LAKE OSWEGO,Lake Oswego,OR,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm automatic no-touch/touchless wash. Hand drying post-wash is detail service, not part of wash mechanism itself.","Portland, OR #2",80
Chaska Car Wash,Chaska,MN,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'New Touchless Automatic' and 'TouchFree'. Multiple reviews confirm touch-free automatic wash. Self-serve bays present but touchless automatic is primary offering.","Minneapolis-St. Paul, MN #1",85
The Myrtle Wash,Brooklyn,NY,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic machine wash present. PDQ laserwa equipment noted. Mixed facility: touchless machine + hand wash/detailing services.","New York City, NY #1; Northern NJ #1",89
Splash Car Wash llc,Holland,MI,Splash Car Wash,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly call it 'touchless wash' and 'brushless system'. Description confirms touchless automated experience. One review mentions brush/foam optional add-on, not primary wash.","Grand Rapids, MI #1",86
CC's Touchless and Self Serve Car Wash,Pine Hill,NJ,CC's Touchless Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms Typhoon™ touchless automatic with high-pressure jets, no brushes. Multiple 5★ reviews confirm touchless operation. One 1★ dissent lacks detail; majority evidence overwhelming.","Philadelphia, PA #3",87
Sully's Car Wash,Wallingford,CT,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless automatic with non-abrasive chemicals. Reviews confirm 2 touchless bays + self-serve. No brush/cloth contact evidence.","Hartford, CT #2",68
Xtreme Clean Auto Wash,Kalamazoo,MI,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'fully touchless automated' and 'brushless operation'. Multiple reviews confirm touchless wash; one negative review mentions scratching but majority praise touchless option.","Kalamazoo, MI #1",83
Watermill Auto & Pet Wash - 1340 S 96th St, Louisville,Louisville,CO,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly mention contactless/no-touch/laser wash system. Description confirms touchless automated experience. No brush/cloth contact mentioned.","Longmont, CO #2",86
Kwik Trip,ONALASKA,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 PL is genuine touchless/laser automatic. Description explicitly confirms no physical contact, brushless operation.","La Crosse, WI #2",
Sheetz Car Wash,Harrisburg,PA,Sheetz,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water/detergents, no brushes/cloth. Reviews confirm brushless, touchless, damage-free operation.","Harrisburg, PA #2",82
Express Car Wash,Frankfort,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch-Free Advantage' and 'hands-free wash'. Multiple reviews confirm touchless automatic bay. Self-serve wand option present but not primary.","Lexington, KY #3",78
Kwik Trip,Hudson,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless bay with high-pressure water jets, no physical contact. Matches touchless criteria.","Green Bay, WI #3",
Scotty's Car Wash,Henderson,NV,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm 'no touch' and 'touchless' wash option. Automatic bay evident from descriptions. Mixed facility (touchless + staff assistance).","Las Vegas, NV #3",61
Kwik Trip,LE MARS,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is genuine touchless/laser automatic. High-pressure water+chemical, no brushes. Description confirms no physical contact.","Le Mars, IA #1",
Kwik Trip,DUBUQUE,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with high-pressure water jets, no physical contact, brushless.","Platteville, WI #1",
Follow Charlie Car Wash,Johnstown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless bay with zero-degree oscillating nozzles & auto height scanning. Hybrid facility with both soft-touch and touchless options. Multiple reviews explicitly praise touchless/no-touch bay.","Johnstown, PA #1",66
Liberty Car Wash,Mansfield,OH,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms IQ Touch-Free and Typhoon Touch-Free systems using high-pressure water/chemicals with no physical contact. Multiple customer reviews confirm touchless automatic bay operation.","Mount Vernon, OH #3",59
Kwik Trip,MANKATO,MN,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states touchless automatic, PDQ LaserWash 360 Plus confirmed. Reviews mention touch-free bay available alongside soft-touch option.","Mankato, MN #1",62
Kwik Trip,Stacy,MN,Kwik Trip,uncertain,unknown,0.45,"Description claims touchless automatic with high-pressure water jets. Review mentions 'touch-free' option but also 'soft touch,' implying mixed capability. Unclear if touchless bay exists independently.","North Branch, MN #3",
Southside Carwash,Lincoln,NE,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms RainMaker touchless automatic using 1200psi water pressure without vehicle contact. Multiple reviews consistently praise touchless system. Self-serve bays also present.","Lincoln, NE #1",68
Laser Car Wash,Milford,IA,,confirmed_touchless,touchless_automatic,0.98,"PDQ Laserwash 360 touchless system confirmed. High-pressure nozzles, no physical contact. Customer reviews cite 'laser wash' and 'touch less' automatic. Clear evidence of genuine touchless automatic bay.","Milford, IA #1",82
Salty Dog Car Wash - N Dixie,New Smyrna Beach,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touch Free Automatic Wash'; reviews confirm touch-free/touchless/brushless automatic bay present. Mixed facility with self-serve bays also offered.","New Smyrna Beach, FL #3",80
Swift Shine Car Wash,Blue Springs,MO,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless/brushless automatic bay. One review mentions brush option (self-serve), indicating mixed facility. No-touch automatic clearly present.","Kansas City, MO #3",76
Car Wash,Miami,FL,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states brushless touchless automatic. Multiple reviews confirm no brushes, only water pressure. No contradictory brush/cloth evidence.","Miami, FL #1",82
Kwik Trip,MADISON,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic car wash' and 'brushless system'. No contradictory review evidence present.","Madison, WI #3",
Super Wash,Janesville,WI,Super Wash,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly states 'touchfree automatic car wash'. Reviews confirm 'touch less' and 'automatic brushless wash/dry bay'. Mixed facility with self-serve + touchless automatic.","Janesville, WI #2",84
Jojo's Car Wash,Papillion,NE,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 24-hour touchless automatic, brushless wash. Multiple reviews confirm touchless/touch-free system, high-pressure water, no brush contact.","Omaha, NE #3",90
Harper Auto Wash - Parkside,Knoxville,TN,,uncertain,unknown,0.45,"Reviews mention touchless setting available, but contradictory evidence: some praise touchless option; others report scratching/damage suggesting brushes used or inadequate touchless execution.","Knoxville, TN #1",78
Car Wash in Downey,Downey,CA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly describes touchless technology using high-powered water jets and eco-friendly solutions with no brushes. Multiple reviews confirm contactless/touch-free wash preventing scratches.","Los Angeles, CA #1",89
Exxon,Clayton,NC,,confirmed_touchless,touchless_automatic,0.85,"Description confirms brushless automated system. Customer review explicitly mentions touchfree laser wash.","Lillington, NC #2",
IDS Express Car Wash,Spring,TX,,confirmed_touchless,mixed_with_touchless,0.98,"Explicit touchless automatic membership tier + multiple reviews confirm touchless/brushless conveyor bay. Mixed facility with brush option also available.","Houston, TX #1",84
Kwik Trip,NEW RICHMOND,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly states 'touchless automatic car wash.' Reviews confirm 'touch free' and 'touchless' options present. Gas station/convenience store are secondary services.","New Richmond, WI #2",
Decatur Autowash,North Las Vegas,NV,Autowash,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touchfree Auto Wash' service. Reviews confirm touchless automatic bay exists alongside soft foam touch wash and self-serve bays. Mixed facility qualifies.","Las Vegas, NV #2",72
Sudsy Car Wash,Rigby,ID,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly lists 'Touchless In-bay Automatic'; customer reviews confirm brushless/touchless operation with no paint scratching.","Idaho Falls, ID #3",
Tornado Wash,La Vista,NE,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'high power touchless automatics.' Multiple reviews confirm true touchless bays. Mixed facility with self-serve and soft-touch options also present.","Omaha, NE #2",82
Shell,Portland,MI,Shell,confirmed_touchless,touchless_automatic,0.95,"Description confirms automatic gantry with high-pressure nozzles, no brushes/cloth. Reviews mention 'laser wash' and 'touch free' keywords. No brush/soft-touch complaints.","Lansing, MI #2",80
North Penn Car Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.98,"Multiple reviews explicitly praise 'touchless,' 'touch free,' and 'touch less' automatic wash. High-pressure system confirmed. Self-serve bays also present.","Oklahoma City, OK #3",85
Premier 7 Car Wash,Newport Beach,CA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states '100% brushless, touchless wash technology' with 'touchless tunnel.' Multiple reviews confirm 'touch free' and 'touchless' wash. No brush/cloth contact evidence.","Newport Beach, CA #1",87
Superwash Montana,Kalispell,MT,,confirmed_touchless,mixed_with_touchless,0.95,"Automatic touchless/brushless bay confirmed by description and multiple reviews. Mixed facility with self-serve bays also present.","Kalispell, MT #2",65
O.C. Express Car Wash,Buena Park,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless/laser (high-pressure) bay. Mixed facility also offers DIY wash. High-pressure water system, no brushes mentioned.","Los Angeles, CA #2",83
Evershine Car Wash,Greensboro,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly advertises 24/7 Touchless In-Bay Wash. Multiple reviews confirm contactless/no-touch/brushless automatic option. Mixed facility with both touchless and brush tunnel.","Greensboro, NC #2",82
AutoSpa Central Washington,Yakima,WA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless/no-touch automatic bay. Mixed facility also offers soft-touch option, but touchless automatic clearly present.","Portland, OR #1",68
Kwik Trip,WEST SALEM,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description confirms high-pressure touchless automatic with no brushes/cloth contact. Reviews explicitly mention 'touchless' and 'no touch' options available alongside brush choice.","La Crosse, WI #1",84
Phoenixville Buggy Bath,Phoenixville,PA,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states '1 touch-less automatic' wash. Multiple reviews confirm brushless/touchless automatic bay. Self-serve bays don't disqualify mixed facility.","Philadelphia, PA #1",95
Al's Auto Spa,Lake Forest,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm automatic touchless bay. Mixed facility with self-serve bays. One negative review about paint damage lacks detail on cause.","Inland Empire, CA #1; Newport Beach, CA #2",91
Clementine's Carwash,La Grange,KY,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'automatic touchless carwash' and '24/7 touchfree'. Multiple reviews confirm touch-free operation with no brushes/bristles contacting vehicle.","Louisville, KY #2",86
Kwik Trip,North Mankato,MN,Kwik Trip,uncertain,unknown,0.3,"Description claims touchless/brushless automatic, but evidence incomplete. No touchless_wash_types array data, no reviews, truncated description.","Mankato, MN #3",
Willamette Car Wash,West Linn,OR,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm brushless/contactless/touch-less automatic wash. Explicitly described as touchless automated experience with no brush contact.","Portland, OR #3",82
Ginger's Car Wash,Westerly,RI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm automatic touchless/touch-free bay. Mixed facility with self-serve, automatic touchless, and full-service options.","Norwich, CT #2",79
12th Street Touchless Auto Wash,Le Mars,IA,,confirmed_touchless,touchless_automatic,0.98,"Automatic touchless bay confirmed: gantry-based high-pressure wash, no physical contact. Review explicitly mentions 'brushless wash' with positive outcome.","Le Mars, IA #3",
Pro Clean Carwash, LLC,Kalispell,MT,,confirmed_touchless,touchless_automatic,0.92,"Website explicitly confirms brushless, touchless automatic with high-pressure water/chemicals, no physical contact. Multiple 5★ reviews praise brushless/touchless operation. Two damage complaints lack evidence of brush contact; hand-drying mentioned separately.","Kalispell, MT #1",73
Power Market,Clearlake Oaks,CA,Power Market,uncertain,unknown,0.5,"Chain offers both touchless and soft-touch; Clearlake Oaks location unverified. No review data provided.","Lakeport, CA #2",
Johnny's Markets,Kentwood,MI,,uncertain,unknown,0.3,"Listing claims touchless automatic, but no equipment verification. Facility classification data shows convenience store only—no car wash mentioned.","Grand Rapids, MI #3",82
Route 5 Car Wash,Palisades Park,NJ,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Brushless Car Wash'; multiple reviews confirm brushless machines; no brush/cloth contact evidence.","New York City, NY #3; Northern NJ #3",85
Super Wash,Bradley,IL,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Description confirms automatic touchless bay with gantry overhead & high-pressure nozzles, no physical contact. Reviews consistently mention brushless automatic & touchless. Mixed facility with self-serve bays also present.","Joliet, IL #1",84
Kwik Trip,MANKATO,MN,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description confirms touchless automatic (PDQ Laserwash 360+). Review mentions touch-free option available alongside brush option, confirming mixed facility with touchless bay.","Mankato, MN #2",
Rod's N Dog's Car Wash,Missoula,MT,,uncertain,unknown,0.45,"Reviews claim touchless/touch-free automatic, but website describes only self-serve bay wash and standard auto-wash with no touchless mention. Conflicting evidence.","Missoula, MT #3",
