touchless_signal,name,brand,address,city,state,zip,lat,lng,car_wash_type,automated,self_service,phone,website,opening_hours,osm_id
false,,,,,TX,,32.3511807,-97.3720881,,,,,,,way/712915791
false,,,,,TX,,35.3644156,-97.5786088,,,,,,,way/714961372
false,,,,,TX,,29.515474,-98.7582885,,,,,,,way/714991241
false,,,,,TX,,32.9382409,-97.3115252,,,,,,,way/715701415
false,,,4000 East 11th Street South,Tulsa,TX,74112,36.1474702,-95.9326708,,,,,,,way/717001355
false,Red Oak Car Wash,,311 East Ovilla Road,Red Oak,TX,75154,32.5312752,-96.8023256,,yes,,,,,way/717738216
false,,,,,TX,,32.530465,-96.8209796,,yes,,,,,way/717738789
false,,,,,TX,,32.5115446,-94.7962165,,,,,,,way/718039510
false,,,,,TX,,32.5023884,-94.7952956,,,,,,,way/718046060
false,Express Car Wash,,5105 Troup Highway,Tyler,TX,75707,32.2944865,-95.2613126,,yes,no,,,,way/718234872
false,,,,,TX,,29.2388906,-97.9618318,,no,yes,,,,way/725433861
false,,,,,TX,,36.1679908,-98.9531448,,,yes,,,,way/726519496
false,,,,,TX,,36.0180649,-95.8690563,,,,,,,way/727907897
false,Lil' Reasor's,,,,TX,,36.1912437,-95.7355177,,yes,no,,,,way/728926450
false,,,,,TX,,36.1772981,-95.7525747,,,,,,,way/730052172
false,,,,,TX,,32.8107884,-97.2117499,,,,,,,way/733433991
false,,,,,TX,,31.9531645,-95.2642405,,,,,,,way/734019588
false,,,,,TX,,32.5056655,-94.7682755,,,,,,,way/734704379
false,,,,,TX,,32.5054705,-94.76834,,,,,,,way/734704380
false,,,,,TX,,32.504,-94.774523,,,,,,,way/734704399
false,,,,,TX,,32.385481,-94.885165,,,,,,,way/734907849
false,,,,,TX,,28.9817285,-98.0176093,,,,,,,way/734939365
false,Badger Car Wash,,109 East Avenue B,Lampasas,TX,76550,31.0696176,-98.1835978,,,,,,,way/736967616
false,,,,,TX,,29.6902762,-95.4475487,,,yes,,,,way/737759048
false,,,,,TX,,34.5059439,-97.1001945,,,,,,,way/738084128
false,Sudsy,,1457 Junction Highway,Kerrville,TX,78028,30.0630906,-99.1734284,,,,,,,way/739181687
false,,,,,TX,,27.6031485,-99.477008,,,,,,,way/739703001
false,,,,,TX,,32.8112703,-98.0833982,,,,,,,way/740145987
false,,,,,TX,,32.3915675,-94.8608735,,,,,,,way/740877297
false,,,,,TX,,32.5408882,-94.7341877,,,,,,,way/742755056
false,,,,,TX,,29.8796644,-95.6444858,,,,,,,way/743084353
false,,,,,TX,,31.4349925,-97.7301825,,,,,,,way/745964388
false,,,,,TX,,29.3980165,-98.410116,,,,,,,way/746244778
false,,,,,TX,,30.0279109,-95.4279207,,,,,,,way/748624941
false,,,,,TX,,36.1950151,-94.5240595,,,,,,,way/750329578
false,,,,,TX,,36.1949114,-94.5239026,,,,,,,way/750329579
false,,,,,TX,,31.9544755,-95.26673,,,,,,,way/750516362
false,The Wash Tub,,4318 Broadway,San Antonio,TX,78209,29.4664229,-98.4631505,,,,,,,way/751648586
false,,,,,TX,,29.3464205,-98.615646,,,,,,,way/752729284
false,,,,,TX,,29.41836,-98.677374,,,,,,,way/752729585
false,,,,,TX,,29.4184955,-98.677362,,,,,,,way/752729587
false,,,,,TX,,32.447917,-99.7802985,,,,,,,way/753041269
false,Express Wash Bubble Clean,,,,TX,,30.4532672,-97.6030611,,,,,,,way/753394694
false,,,1112 South Thompson Street,Springdale,TX,72764,36.1730953,-94.1394614,,,,,,,way/753555760
false,Antler Car Wash,,3950 Veterans Highway,Kerrville,TX,78028,30.0160403,-99.1181716,,,,,,,way/760077464
false,Pottsboro Wash & Vacuum,,100 East FM 120,Pottsboro,TX,75076,33.7633637,-96.6678531,,,,,,,way/764677012
false,Regency Car Bath,,3112 Regency Lane,Denison,TX,75020,33.7618622,-96.5824376,,,,,,,way/764770243
false,,,,,TX,,35.5374427,-97.5130148,,,,,,,way/765844171
false,Lewis Express Car Wash,,6750 South Lewis Avenue East,Tulsa,TX,74136,36.0639375,-95.9584636,,,no,+1 918 494 6677,,"07:30-17:30 ""Weather permitting, usually closed during stormy or icy weather""",way/779199789
false,,,,,TX,,29.5648312,-97.9419309,,,,,,,way/783838181
false,,,,,TX,,29.5650792,-97.9417902,,,,,,,way/783838182
false,,,,,TX,,29.5105679,-98.5359825,,,,,,,way/787836644
false,,,2001 West Pleasant Grove Road,Rogers,TX,72758,36.2821122,-94.1483901,,,,,,,way/791510717
false,The Wash Tub,,200 Cully Drive,Kerrville,TX,78028,30.0457425,-99.1468551,,,,,,,way/797215185
false,,,,,TX,,35.4613794,-97.6017319,,,,,,,way/803881739
false,Circle K,Circle K,,,TX,,32.6455386,-97.1861092,,,,,,,way/804699749
false,,,,,TX,,36.2740195,-94.2992882,,,,,,,way/805824639
false,,,,,TX,,36.2735219,-94.2994386,,,,,,,way/805824640
false,,,,,TX,,29.6894106,-95.4758559,,,,,,,way/812848414
false,Blue Wave Express,,,,TX,,29.7525797,-95.6249252,,,no,,,,way/814039246
false,Pirate's Cove Car Wash,,5370 Farm-to-Market Road 1103,Schertz,TX,78108,29.6171449,-98.2350484,,,,+1-210-253-9837,https://www.piratescovecarwash.com/schertz,,way/822402134
false,,,,,TX,,29.580233,-98.4757919,,yes,,,,,way/822827237
false,,,,,TX,,29.586656,-98.45221,,no,only,,,,way/823223131
false,,,,,TX,,29.9514079,-95.3046487,,,yes,,,,way/825722700
false,,,,,TX,,29.9515503,-95.3044958,,yes,,,,,way/825722701
false,,,,,TX,,29.5724733,-98.238924,,,,,,,way/826219940
false,Wash N Go,,2821 East 91st Street South,Tulsa,TX,74137,36.0321995,-95.9478142,,,,,,,way/827694047
false,,,2911 East 101st Street South,Tulsa,TX,74137,36.0179529,-95.9471078,,,,,,,way/827973806
false,,,,,TX,,26.3719831,-98.8008116,,,,,,,way/829479064
false,,,,,TX,,29.8714113,-95.3310199,,,,,,,way/834853017
false,,,,,TX,,29.9623123,-95.2489828,,,,,,,way/835639082
false,,,,,TX,,29.5910129,-98.2912764,,,,,,,way/835853448
false,,,,,TX,,29.9515474,-95.3047085,,,yes,,,,way/837085763
false,,,,,TX,,29.3396402,-98.6228075,,,,,,,way/840293025
false,Bixby Cruise-In Auto Spa,,11130 South Memorial Drive East,Bixby,TX,74008,36.000789,-95.8872462,,,,,,,way/840963074
false,,,,,TX,,29.813546,-95.400309,,yes,yes,,,,way/842089064
false,,,,,TX,,30.0043458,-98.1019427,,yes,yes,,,24/7,way/844128679
false,Northwest Car Wash,,1721 City View Drive,Wichita Falls,TX,76306,33.9484367,-98.5528502,,,,,,,way/844831410
false,,,,,TX,,29.6915616,-95.7668113,,,,,,,way/845840999
false,,,,,TX,,29.8284743,-95.3506398,,,,,,,way/846008891
false,,,,,TX,,32.8515959,-96.569488,,,,,,,way/846713523
false,,,,,TX,,29.8405368,-95.4746709,,,yes,,,,way/850141911
false,New Gravette Car Wash,,,,TX,,36.4197975,-94.4539985,,,,,,,way/853373953
false,Pure Wash Car Wash,,13519 West US Highway 290,Austin,TX,78737,30.1958228,-97.9989091,,,,,,,way/853749797
false,,,,,TX,,30.6873702,-97.1418239,,,,,,,way/862371293
true,Laser Wash of Georgetown,,300 River Bend Drive,Georgetown,TX,78628,30.6606662,-97.689548,,,,+1-512 863 4396,https://laser-wash-of.edan.io/,,way/864845210
false,The Wash Tub,,3309 Williams Drive,Georgetown,TX,78628,30.6671042,-97.6945599,,,,+1 512 930 0997,,Su-Sa 08:00-18:00,way/864868995
false,,,,,TX,,30.6677674,-97.6949274,,yes,yes,,,,way/864872929
false,,,,,TX,,29.8020023,-95.4125265,,,yes,,,,way/867839519
false,,,,,TX,,31.4655499,-97.1981722,,,,,,,way/876257240
false,Old Gravette Car Wash,,,,TX,,36.4219583,-94.4553344,,,,,,,way/880329069
false,,,,,TX,,29.4300056,-98.7480678,,,,,,,way/884003393
false,,,,,TX,,30.5623504,-97.6812548,,,,,,,way/892408014
false,Main Street Car Wash,,,,TX,,35.2736297,-97.59931,,,,,,,way/893582100
false,,,3451 Ella Boulevard,,TX,,29.8189475,-95.430025,,no,,,,,way/894453171
false,,,,,TX,,35.6059501,-97.7447408,,,,,,,way/895987087
false,Classic Car Wash,,4211 Mall Drive,Texarkana,TX,75503,33.4520577,-94.0940083,,,,,,,way/899373298
false,Fairway Car Wash,,4713 Fairway Boulevard,Wichita Falls,TX,76310,33.856139,-98.5607445,,,,,,,way/900538543
false,Fairway Car Wash,,4713 Fairway Boulevard,Wichita Falls,TX,76310,33.856138,-98.5604875,,,,,,,way/900538544
false,3D Detail Automotive,,711 North Lewis Avenue East,Tulsa,TX,74110,36.1648284,-95.9578114,,,,,,,way/901819534
false,Aspen Carwash,,,,TX,,35.988859,-95.7995059,,yes,no,,,Mo-Sa 08:00-20:00; Su 09:00-19:00,way/902530699
false,,,,,TX,,29.8712774,-95.3496575,,,,,,,way/907030186
false,,,6061 South 33rd Avenue West,Tulsa,TX,74107,36.0756834,-96.0291211,,,,,,,way/911092871
false,,,,,TX,,36.436068,-95.2725046,,,,,,,way/913545422
false,Circle K Car Wash,,,,TX,,30.4866998,-97.649129,,,,,,,way/914901922
false,Take 5 Car Wash,,1900 West University Drive,Denton,TX,76201,33.229773,-97.1537229,,,,,,,way/915646820
false,,,,,TX,,34.9163986,-97.7785289,,,,,,,way/918414854
false,,,,,TX,,29.6841981,-95.6887581,,,,,,,way/920598037
false,,,8761 South Memorial Drive East,Tulsa,TX,74133,36.0370967,-95.8854365,,,,,,,way/922568470
false,,,,,TX,,29.789847,-95.5622021,,,,,,,way/924708791
false,,,,,TX,,29.5436408,-95.1118467,,,,,,,way/926400575
false,BA Carwash,,,,TX,,36.0605033,-95.7751387,,,,,,,way/927707731
false,,,,,TX,,29.8847532,-97.70855,,,,,,,way/930027860
false,Two Texans Truck Wash,,12800 Interstate Highway 35 Service Road,Jarrell,TX,76537,30.8236073,-97.6043941,,,,+1-800-713-1826,http://www.twotexanstruckwash.com/home.html,Mo-Fr 07:00-21:00; Sa-Su 08:00-17:00,way/930318788
false,Cougar Lube and Wash of Jarrell,,171 Town Center Boulevard,Jarrell,TX,76537,30.8172943,-97.6149237,,,,+1-512-746-4274,https://www.cougarlubeandwash.com/,Mo-Fr 08:00-18:00; Sa 08:00-17:00,way/930809007
false,,,,,TX,,34.8825479,-96.4152471,,,,,,,way/941114275
false,,,1300 South Cage Boulevard,Pharr,TX,78577,26.1801591,-98.187186,,,,,,,way/942629423
false,H2O Express Car Wash,,4809 FM 1463,Katy,TX,77494,29.7226298,-95.8455828,,yes,no,+1-281-392-2210,https://www.h2oexpresswash.com/,,way/943985593
false,,,,,TX,,29.5651165,-98.6873166,,yes,no,,,,way/944081980
false,,,,,TX,,35.1102068,-93.5299266,,no,yes,,,,way/944093486
false,,,,,TX,,35.3353935,-97.5124785,,,,,,,way/947018989
false,Stone Wash,,,,TX,,35.944249,-95.6490751,,no,yes,,,,way/951705265
false,Stone Wash,,,,TX,,35.9441131,-95.6490769,,yes,,,,,way/951705266
false,Lesters Auto Detail,,1543 East 11th Street South,Tulsa,TX,74120,36.1480956,-95.9702758,,no,no,,,,way/952194341
false,,,,,TX,,36.0605091,-95.8265528,,,,,,,way/954922454
false,,,,,TX,,36.0603318,-95.8264996,,,,,,,way/954922455
false,Okie Express Auto Wash,,2635 South Harvard Avenue East,Tulsa,TX,74114,36.1246281,-95.9398502,,yes,no,,,,way/958037266
false,,,,,TX,,35.3350475,-94.3148141,,,,,,,way/963509954
false,,,,,TX,,28.8917041,-99.1038545,,,,,,,way/964154352
false,,,,,TX,,28.8980302,-99.1133142,,,,,,,way/964154353
false,,,,,TX,,34.0295536,-94.7398721,,no,only,,,,way/965778762
false,,,,,TX,,34.1522717,-94.7509122,,no,only,,,,way/966040529
false,,,,,TX,,34.0179981,-94.7390983,,no,only,,,,way/967621812
false,,,,,TX,,29.3309672,-98.5330801,,,,,,,way/970322704
false,Swiftwater Car Wash,,7311 Barlite Boulevard,San Antonio,TX,78224,29.3563864,-98.5468965,,,,,,,way/970322708
false,Swiftwater Car Wash,,7311 Barlite Boulevard,San Antonio,TX,78224,29.3564,-98.546631,,,,,,,way/970322709
false,,,,,TX,,29.5641863,-98.6880144,,,,,,,way/972481767
false,,,,,TX,,29.5378675,-98.3946,,,,,,,way/973340409
false,,,,,TX,,30.0815601,-95.4381284,,,,,,,way/977089566
false,,,4129 South Southwest Boulevard West,Tulsa,TX,74107,36.1036036,-96.0240491,,,yes,,,,way/981096639
false,,,,,TX,,33.2977463,-96.9825751,,,,,,,way/983664932
false,Oasis Car Spa,,800 South Dewey Avenue,Sherman,TX,75090,33.6336328,-96.5872112,,,,,,,way/987222505
false,,,,,TX,,33.0274985,-96.8279912,,,,,,,way/996152068
false,,,,,TX,,36.149989,-99.2962973,,,,,,,way/996158451
false,,,,,TX,,32.5057391,-94.7094658,,,,,,,way/1001874870
false,,,,,TX,,32.5059343,-94.7095213,,,,,,,way/1001874871
false,,,,,TX,,33.9976383,-96.3748593,,,,,,,way/1002868797
false,,,,,TX,,29.6616415,-98.4493614,,,,,,,way/1003306361
false,,,6425 North Peoria Avenue East,Tulsa,TX,74126,36.2476504,-95.9751238,,,,,,,way/1005116073
true,Laserwash,,503 East Main Street,Eastland,TX,76448,32.4014856,-98.8123842,,yes,yes,,,,way/1008151531
false,Launch Car Wash,,7919 East 101st Street South,Tulsa,TX,74133,36.017789,-95.8879403,,yes,no,,,,way/1009713538
false,EcoDriven Car Detailing,,1503 South Delaware Avenue East,Tulsa,TX,74104,36.1403374,-95.9490856,,,no,,,,way/1011538132
false,Spot Free Car Wash,,10030 West Loop 1604 North,San Antonio,TX,78254,29.5370078,-98.6806239,,no,only,,,,way/1011554689
false,Scooter's Sip & Shine,,,,TX,,36.0190066,-95.7072486,,,,,,,way/1011937707
false,Fast Wash,,27002 East 113th Street South,Coweta,TX,74429,36.0000961,-95.6784254,,yes,,,,,way/1012138707
false,,,,,TX,,30.5907091,-97.420583,,,,,,,way/1013869667
false,,,,,TX,,30.590865,-97.4206259,,,,,,,way/1013869668
false,,,,,TX,,35.811943,-95.6745326,,,,,,,way/1014232933
false,,,,,TX,,35.8170904,-95.6752854,,,yes,,,,way/1014232980
false,,,,,TX,,31.0601739,-97.8195407,,,,,,,way/1015946305
false,Cardinal Car Wash,,,,TX,,35.6472935,-95.6558272,,,yes,,,,way/1018293928
false,,,,,TX,,32.4439526,-99.7053988,,,,,,,way/1020423285
false,,,,,TX,,27.6205432,-97.2212088,,,,,,,way/1021296468
false,,,,,TX,,29.4382482,-95.4320211,,,,,,,way/1021318067
false,,,,,TX,,35.4715025,-95.5299908,,,,,,,way/1022113867
false,,,1102 Chestnut Street,Bastrop,TX,78602,30.1107838,-97.3148853,,,yes,,,,way/1022116977
false,,,,,TX,,30.1103242,-97.3066683,,,,,,,way/1022116994
false,,,,,TX,,29.5453862,-95.3888265,,,,,,,way/1022416337
false,,,,,TX,,35.2885712,-95.5826719,,,yes,,,,way/1024749425
false,,,,,TX,,30.0770533,-94.1914324,,,,,,,way/1026244757
false,Twin Cities Car Wash,,2805 East Texas Street,Bossier City,TX,71111,32.529033,-93.7096885,,,,,,Mo-Sa 09:00-17:00,way/1027264398
false,,,,,TX,,35.2394871,-95.5357918,,,yes,,,,way/1031061162
false,,,,,TX,,35.1242533,-95.3643596,,,,,,,way/1033663699
false,,,,,TX,,35.1267965,-95.3720606,,,yes,,,,way/1033663766
false,,,,,TX,,35.7442163,-98.7405988,,,,,,,way/1034068206
false,,,West Spring Creek Parkway,Plano,TX,75034,33.0818932,-96.8500765,,yes,,,,,way/1034807147
false,,,,,TX,,34.9131642,-95.3224347,,,,,,,way/1035874583
false,,,,,TX,,34.9205906,-95.3206634,,yes,yes,,,,way/1035874667
false,,,,,TX,,34.8473961,-95.5632034,,,yes,,,,way/1035902708
false,Scrubbys Car and Dog wash,,303 Thousand Oaks Boulevard,Georgetown,TX,,30.6174951,-97.6911581,,,,+15128189269,http://www.scrubbyswash.com/,24/7,way/1039464538
false,,,,,TX,,26.2101526,-98.2888187,,,,,,,way/1043381748
false,Zips Express Car Wash,,2360 South Goliad Street,Rockwall,TX,75032,32.9053043,-96.4480363,,,,+1 972 972 9343,https://www.zipscarwash.com/,Mo-Su 07:00-20:00,way/1052707303
false,Noble Auto Wash,,,,TX,,35.1485426,-97.3965374,,yes,yes,,,,way/1057039557
false,,,,,TX,,29.5383263,-95.7030563,,,,,,,way/1058853015
false,,,,,TX,,35.1335136,-97.3929458,,no,yes,,,,way/1060818922
false,,,,,TX,,32.1727751,-94.7877555,,,,,,,way/1064905255
false,,,,,TX,,29.5862254,-95.6474338,,yes,no,,,,way/1067448747
false,,,,,TX,,29.5917653,-95.6362222,,,,,,,way/1067933493
false,,,,,TX,,30.1524276,-96.3922399,,,,,,,way/1068094957
false,,,,,TX,,29.7044503,-95.5121581,,yes,,,,,way/1069149888
false,,,,,TX,,29.5972971,-95.1987503,,,,,,,way/1070866592
false,Clean Car Custom Detail,,603 West Alamo Street,Brenham,TX,77833,30.1647869,-96.4053856,,no,no,+1-979-900-0333,https://www.cleancarcustomdetail.com/,Mo-Fr 08:00-17:00,way/1071337696
false,Wash Masters Car Wash,,,,TX,,32.6756004,-97.1489624,,,,,,,way/1078819530
false,,,,,TX,,34.6671843,-99.331524,,,,,,,way/1079282108
false,,,,,TX,,34.3803869,-99.0167187,,,,,,,way/1079306161
false,Clear Blue Express,,11890 South Memorial Drive East,Bixby,TX,74008,35.9909763,-95.8872913,,,,,,,way/1081224575
false,,,7877 East Admiral Place North,Tulsa,TX,74115,36.1611578,-95.8875438,,,,,,,way/1082352513
false,,,,,TX,,29.6811783,-98.1419868,,yes,,,,,way/1082653351
false,Texoma Auto Spa,,3624 West FM 120,Denison,TX,75020,33.7582897,-96.5909877,,,,,,,way/1085429681
false,Dale Shine Xpress Car Wash,,2301 West Business 83,McAllen,TX,78501,26.2055888,-98.2456047,,,,,,,way/1086244318
false,,,,,TX,,26.0804377,-98.3612222,,,,,,,way/1087123833
false,,,,,TX,,26.0763485,-98.3583327,,,,,,,way/1087123894
false,,,,,TX,,29.7730476,-95.2481688,,,,,,,way/1087523933
false,,,,,TX,,30.0841255,-95.5231248,,yes,yes,,,,way/1087524231
false,,,,,TX,,36.1194345,-95.885813,,yes,no,,,,way/1088318393
false,Buggy Bath,,,,TX,,35.418661,-97.5216302,,,,,,,way/1088328473
false,,,,,TX,,29.7176425,-95.5280295,,,,,,,way/1088693767
false,,,,,TX,,29.6605765,-95.4754147,,,,,,,way/1090637683
false,,,,,TX,,30.0910548,-95.6279313,,,,,,,way/1091756598
false,,,,,TX,,30.1283106,-95.5053181,,,,,,,way/1101032059
false,,,,,TX,,32.9670444,-97.2969454,,no,only,,,,way/1107153455
false,,,,,TX,,29.4948118,-98.3269882,,,,,,,way/1110422053
false,Charlie's Car Wash,,12200 Northwest 10th Street,Yukon,TX,73099,35.478264,-97.7431582,,,,,,,way/1113525773
false,,,,,TX,,29.8123394,-95.5566538,,,,,,,way/1117952539
false,,,,,TX,,29.8123374,-95.5568796,,,,,,,way/1117952540
false,,,,,TX,,29.8107245,-95.5447226,,,,,,,way/1117953325
false,,,,,TX,,29.8105988,-95.5447303,,,,,,,way/1117953326
false,,,,,TX,,29.8167808,-95.5447609,,,,,,,way/1117953337
false,,,,,TX,,29.717477,-98.162033,,,,,,,way/1121528118
false,,,,,TX,,29.4870315,-98.606361,,,no,,,,way/1121601732
false,,,,,TX,,29.5034944,-98.627447,,,,,,,way/1121606368
false,The Washhouse,,2109 Walmart Drive,Graham,TX,76450,33.0841419,-98.5810098,,,,,,,way/1127960509
false,Wash 'N Roll,,11101 183A Toll Road,Leander,TX,78641,30.6032073,-97.8606009,,yes,no,,,,way/1133053762
false,,,,,TX,,29.5123126,-98.5505431,,,,,,,way/1136406278
false,,,,,TX,,29.5124061,-98.5504311,,,,,,,way/1136406279
false,,,,,TX,,29.5374722,-98.5849108,,,,,,,way/1138274912
false,,,,,TX,,29.513012,-98.4983956,,,,,,,way/1138648078
false,Zips Car Wash,,,,TX,,35.6402995,-97.5133245,,yes,,,,,way/1139073248
false,,,,,TX,,27.6923515,-97.3789337,,,,,,,way/1145539770
false,,,,,TX,,33.1607458,-96.7292433,,,,,,,way/1147071963
false,,,,,TX,,35.6941445,-97.062982,,,,,,,way/1148090519
false,,,,,TX,,36.1477584,-96.0410217,,,,,,,way/1148713602
false,,,,,TX,,34.0001121,-96.7242128,,,yes,,,,way/1151598786
false,,,,,TX,,32.9059897,-96.9583427,,,,,,,way/1152811955
false,,,,,TX,,34.6647527,-98.3986062,,,,,,,way/1153130654
false,,,Lyndon B Johnson Freeway,Irving,TX,75063,32.9137913,-96.9580613,,yes,yes,,,,way/1158341501
false,Konny's Car Wash,,710 East US Highway 175,Kaufman,TX,75142,32.5699247,-96.3034163,,,,,,,way/1160718216
false,,,,,TX,,32.3641009,-97.3924416,,no,yes,,,,way/1160971602
false,,,,,TX,,30.8600403,-96.9750031,,no,yes,,,,way/1162957054
false,Katie Express Car Wash,,9301 White Settlement Road,White Settlement,TX,76108,32.7602761,-97.4758202,,,,,,,way/1165236877
false,,,,,TX,,35.7822163,-95.3382428,,,,,,,way/1171640422
false,Toby's Car Wash,,2423 Gibson Street,Muskogee,TX,74403,35.755387,-95.3395771,,,,,,,way/1171730524
false,,,,,TX,,36.1379424,-96.1158412,,,,,,,way/1172615411
false,,,,,TX,,35.4182793,-94.5130456,,yes,yes,,,24/7,way/1176351557
false,Main Street Car Wash,,,,TX,,35.4205299,-94.5141134,,no,yes,,,,way/1176351563
false,,,,,TX,,36.134607,-96.1016893,,,,,,,way/1182776067
false,,,12201 Pearce Lane,Del Valle,TX,78617,30.1726241,-97.630443,,,,,,,way/1184178859
false,Club Car Wash,,2474 West Loop 1604 South,San Antonio,TX,78245,29.4051643,-98.7068258,,,,,,,way/1187459422
false,,,,,TX,,34.1587036,-98.0006097,,,,,,,way/1190080050
false,,,,,TX,,29.6415482,-98.3791909,,,,,,,way/1192485121
false,,,,,TX,,30.1454379,-95.5476252,,,,,,,way/1197042757
false,,,,,TX,,32.7825242,-97.2750541,,,,,,,way/1199231685
false,,,,,TX,,33.0248911,-97.2733309,,,,,,,way/1202356655
false,,,,,TX,,33.0257665,-97.2721097,,,,,,,way/1202356656
false,,,,,TX,,29.5058412,-98.5262212,,,,,,,way/1203118833
false,,,,,TX,,29.5058583,-98.5263795,,,,,,,way/1203118834
false,,,1718 Goliad Road,San Antonio,TX,78223,29.3690597,-98.443393,,,yes,,,,way/1206504962
false,,,,,TX,,34.9582788,-99.3742813,,,,,,,way/1206830545
false,Tommy's Express Car Wash,,,,TX,,36.3228016,-95.8254235,,,,,,,way/1207909980
false,,,1419 Pleasanton Road,San Antonio,TX,78221,29.3693077,-98.5045377,,no,yes,,,,way/1208409360
false,,,5826 South Flores Street,San Antonio,TX,78214,29.3667089,-98.4949074,,no,yes,,,,way/1208890205
false,,,,,TX,,29.379807,-98.5120759,,,,,,,way/1210164978
false,Lopez Auto Detail,,,Tulsa,TX,,36.1610625,-95.9200487,,no,no,,,,way/1210627241
false,,,,,TX,,29.6601913,-95.2333976,,,,,,,way/1211936600
false,,,,,TX,,30.2221548,-95.6807185,,,,,,,way/1220156643
false,Bulldog Car Wash,,,,TX,,35.4018509,-94.6004452,,no,yes,,,,way/1223547050
false,Tulsa Auto Detail,,7902 East 15th Street South,Tulsa,TX,74112,36.1404164,-95.8885288,,,,,,,way/1225320509
false,,,,,TX,,32.5108662,-94.5919845,,,,,,,way/1225361518
false,Circle K,,,,TX,,33.0156332,-96.914305,,,,,,,way/1228776094
false,,,,,TX,,30.5592533,-97.543642,,,,,,,way/1229476053
false,,,,,TX,,29.1503723,-95.4178609,,no,yes,,,,way/1231747338
false,,,,,TX,,32.5567941,-94.7297131,,,,,,,way/1233421716
false,,,,,TX,,29.6617645,-95.7160629,,,,,,,way/1233981024
false,Tommy's Express Car Wash,,,,TX,,36.062636,-95.7668886,,yes,,,,,way/1234973070
false,,,,,TX,,31.4323791,-97.7293074,,,,,,,way/1239515892
false,,,12940 East 21st Street South,Tulsa,TX,74134,36.1330531,-95.8315061,,,,,,,way/1239791783
false,,,,,TX,,31.4344617,-97.724769,,,,,,,way/1240030563
false,,,,,TX,,36.132845,-95.8515783,,,,,,,way/1240050260
false,Muscle Man Detailing,,,,TX,,36.1329136,-95.8826205,,,,+1 918 902 1087,,,way/1240050310
false,,,,Fort Smith,TX,,35.3521207,-94.4211938,,,yes,,,,way/1245738311
false,Country Club Car Wash,,,,TX,,32.3376647,-97.3851661,,no,yes,,,,way/1245973846
false,Suds Delux Car Wash,,2991 FM 1460,Georgetown,TX,78626,30.589103,-97.6571622,,,,,,,way/1248915077
false,,,,,TX,,35.4152816,-99.4000142,,no,only,,,,way/1249350146
false,,,,,TX,,35.4210258,-99.3966875,,,,,,,way/1249350154
false,,,3603 Classen Boulevard,Norman,TX,73071,35.1748046,-97.411816,,yes,no,,,,way/1249648731
false,Raceway Express Car Wash,,,,TX,,33.0709838,-97.0518052,,,,,,,way/1250061533
false,,,,,TX,,29.4071175,-98.405852,,,,,,,way/1255463462
false,,,,,TX,,30.0414221,-95.5318242,,,,,,,way/1258337414
false,H-E-B Car Wash,H-E-B,1010 West University Avenue,Georgetown,TX,78626,30.6339043,-97.6938843,,,,,,,way/1262234739
false,,,,,TX,,35.7120018,-96.7655058,,,,,,,way/1263624700
false,,,,,TX,,30.5858188,-97.6125011,,,,,,,way/1263878814
false,,,,,TX,,36.2899003,-95.1467417,,,yes,,,,way/1267764556
false,Carnation Auto Spa,,3301 FM 544,Wylie,TX,75098,33.0118226,-96.5904075,,yes,,,https://carnationautospa.com/carnation-locations/wylie/,Mo-Sa 08:00-20:00; Su 08:00-19:00,way/1270292447
false,,,,,TX,,34.9009048,-94.0906756,,,,,,,way/1270323904
false,,,,,TX,,34.8965481,-94.0901919,,,,,,,way/1270323927
false,,,,,TX,,29.4857437,-98.5343901,,,,,,,way/1270774204
false,,,,,TX,,29.8739724,-97.6686635,,,,,,,way/1273160319
false,Clean Streak Auto Spa,,,,TX,,32.9907417,-97.2336965,,,,,,,way/1274743988
false,Club Car Wash,,13238 West State Highway 29,Liberty Hill,TX,78642,30.6648201,-97.9038446,,yes,no,+1-833-416-9975,https://clubcarwash.com,Mo-Sa 07:00-20:00; Su 08:00-20:00,way/1284542295
false,,,,,TX,,35.2128261,-94.2589083,,,,,,,way/1285627602
false,,,,,TX,,29.5228684,-98.2803389,,,,,,,way/1290158635
false,IQ Car Wash,,4404 West 6th Avenue,Stillwater,TX,74075;74074,36.1166647,-97.1176123,,yes,yes,,,24/7,way/1290494608
false,Freedom Express Car Wash,,8181 South Yale Avenue East,Tulsa,TX,74137,36.0451427,-95.9214501,,yes,no,,,,way/1291364667
false,White Water Express Car Wash,WhiteWater,,,TX,,33.2791909,-96.5672756,,yes,no,,,,way/1293453003
false,Let's Go Car Wash,,,,TX,,36.0453635,-95.7967112,,,,,,,way/1294626467
false,,,,,TX,,29.644493,-95.1799918,,,,,,,way/1294806715
false,Club Car Wash,,,,TX,,36.1815764,-94.5176681,,yes,no,,,,way/1299906203
false,,,,,TX,,32.8835502,-96.462905,,,,,,,way/1304430827
false,,,,,TX,,32.341047,-97.4083755,,yes,,,,,way/1308310342
false,Blue Beacon,Blue Beacon,,,TX,,29.4453711,-98.3641958,,,,,https://bluebeacon.com/locations/listing/san-antonio-east-tx,,way/1309082611
false,,,,,TX,,35.3265327,-94.3860649,,,,,,,way/1311529960
false,,,,,TX,,35.7552426,-95.4200553,,,yes,,,,way/1312944709
